ID,City_Code,Region_Code,Accomodation_Type,Reco_Insurance_Type,Lower_Age,Is_Spouse,Health Indicator,Holding_Policy_Duration,Holding_Policy_Type,Reco_Policy_Cat,Reco_Policy_Premium,Response
21186,10,405,1,0,43,0,0,3,3.0,18,9.114490046319348,1
21187,4,4331,0,0,38,0,2,2,1.0,19,9.221478116386638,0
21188,12,3047,1,0,58,0,0,5,3.0,1,9.876630098366245,0
21189,1,232,0,1,21,0,0,4,1.0,17,9.604137675216665,0
21190,3,2628,1,0,19,0,1,1,3.0,12,8.242229891372231,0
21191,27,4685,1,0,24,0,3,3,3.0,22,8.958797346140274,1
21192,8,4542,1,0,26,0,2,1,3.0,14,9.336091577281744,1
21193,1,270,0,1,42,1,1,7,4.0,17,10.025634386294012,0
21194,3,1078,1,0,23,0,2,1,1.0,19,8.9680140012452,1
21195,19,2221,0,0,57,0,2,3,2.0,1,9.422220731011683,0
21196,20,2468,1,0,26,0,0,3,3.0,22,9.045937315684574,1
21197,32,1593,0,0,71,0,1,11,3.0,21,9.643290937019207,0
21198,1,207,0,0,29,0,4,7,2.0,17,9.1942109900463,0
21199,10,124,1,0,49,0,0,1,1.0,18,9.675833845744032,0
21200,9,587,0,1,16,1,3,6,2.0,21,9.515940944930309,0
21201,1,2694,0,1,62,1,1,14,3.0,8,10.091923710329937,1
21202,3,2079,0,0,49,0,2,5,3.0,18,9.128696382935672,1
21203,20,1681,1,0,59,0,0,15,3.0,15,9.257223957875032,1
21204,7,5606,1,0,32,0,0,7,1.0,1,8.886823846515187,0
21205,3,1343,1,0,25,0,1,3,3.0,18,9.011401509358791,1
21206,3,955,0,0,55,0,0,11,3.0,15,9.571644584298577,1
21207,2,4124,0,1,39,1,4,4,1.0,22,10.469795185761123,0
21208,8,1326,1,1,56,1,1,10,3.0,18,10.423173804734315,0
21209,7,1497,0,1,26,1,0,3,2.0,20,9.584493675565085,1
21210,34,1012,0,0,50,0,2,1,1.0,15,9.249945626568541,1
21211,8,3356,1,0,39,0,2,7,1.0,21,9.200087995511831,0
21212,1,39,0,0,68,0,3,12,4.0,17,9.771554881275302,0
21213,1,2925,0,0,24,0,1,4,1.0,16,8.782629654920699,0
21214,2,4270,1,0,75,0,0,2,3.0,3,9.864226838582825,0
21215,3,827,1,0,43,0,0,10,1.0,2,9.369052063131004,1
21216,13,34,0,0,27,0,0,5,3.0,21,8.681011276645632,0
21217,26,834,0,0,70,0,1,1,3.0,12,9.896261507444388,0
21218,4,1367,0,0,33,0,3,1,3.0,8,9.129780864117766,0
21219,10,2211,0,0,34,0,1,3,3.0,18,8.797850648931053,0
21220,26,1248,0,0,20,0,5,1,3.0,14,8.872066513408342,1
21221,1,102,1,0,63,0,0,10,1.0,16,9.857234168018666,0
21222,2,5199,0,0,42,0,2,15,3.0,18,9.226213721132472,0
21223,20,1747,1,0,21,0,2,1,4.0,22,8.282483003730562,0
21224,3,1283,1,0,24,0,2,2,3.0,10,8.276394704863307,0
21225,2,23,1,0,24,0,1,2,3.0,3,8.901094121608562,0
21226,19,3548,0,1,51,1,0,11,3.0,1,10.04665239412889,0
21227,4,779,1,0,27,0,1,4,1.0,19,8.631949428714426,1
21228,8,2865,1,0,25,0,1,4,1.0,16,9.23092700558457,0
21229,4,136,1,0,66,0,2,1,1.0,15,9.901385344444257,1
21230,8,453,0,0,39,0,1,10,1.0,1,9.388151773292252,0
21231,3,1850,1,0,20,0,2,1,3.0,22,8.698180525197055,0
21232,15,4199,0,0,75,0,3,9,2.0,19,9.799903236279558,0
21233,2,3190,0,0,36,0,0,1,3.0,11,9.268797941547751,0
21234,1,1728,1,0,32,0,1,1,3.0,18,9.498522319469615,0
21235,1,3172,1,0,23,0,0,1,1.0,19,9.284334051884509,0
21236,12,115,1,0,21,0,0,1,2.0,13,8.793308627496552,0
21237,21,4886,0,0,41,0,4,12,4.0,15,9.544524278079383,0
21238,2,3938,0,1,46,0,0,15,3.0,19,10.370286050832915,0
21239,5,2430,1,0,26,0,0,2,1.0,5,9.462654300590172,0
21240,1,505,0,1,51,1,0,5,3.0,21,10.117186645022338,0
21241,2,237,1,0,36,0,1,10,3.0,15,8.946374826141717,0
21242,9,1912,1,0,24,0,2,1,1.0,15,8.886823846515187,1
21243,2,2774,1,0,25,0,2,1,3.0,22,8.847934753328465,0
21244,2,5150,1,0,19,0,6,1,3.0,3,8.646113971483077,0
21245,9,2119,1,0,21,0,3,1,1.0,22,8.65032450401942,0
21246,25,2373,1,0,35,0,1,8,2.0,20,9.010669176847115,1
21247,3,3416,0,0,52,0,1,15,3.0,21,9.696955267027116,0
21248,12,1833,0,0,57,0,0,3,2.0,20,9.592332123898705,0
21249,28,3716,0,0,50,0,2,15,1.0,15,9.730442832522382,0
21250,23,54,1,0,25,0,0,1,1.0,13,9.224637676677007,0
21251,1,207,0,1,33,0,2,15,4.0,17,10.101846487027707,0
21252,1,760,0,0,40,0,1,6,3.0,22,9.181117513299279,0
21253,5,2815,1,0,24,0,0,4,3.0,14,8.68777949199177,0
21254,6,959,0,1,20,1,1,13,1.0,17,9.914625296946584,0
21255,23,140,0,0,43,0,1,3,3.0,22,9.496270911389157,1
21256,14,2460,0,0,52,0,1,5,3.0,20,9.592332123898705,0
21257,20,680,1,0,50,0,2,15,3.0,4,9.375854810453756,1
21258,4,3134,1,0,23,0,1,1,1.0,20,9.185842740375783,0
21259,1,704,0,0,55,0,2,4,3.0,14,9.360483030405902,1
21260,6,1024,1,1,25,0,0,4,2.0,17,8.943035924876202,0
21261,1,46,1,0,62,0,0,9,3.0,8,9.842462850698354,0
21262,13,2161,1,0,62,0,0,3,2.0,2,9.777924329560783,0
21263,19,3403,0,0,61,0,3,1,1.0,2,9.646657943567112,0
21264,5,2931,0,1,73,1,3,15,3.0,18,10.387689901181677,0
21265,8,558,0,0,53,0,1,5,1.0,22,9.388653907372598,1
21266,2,4484,0,0,44,0,2,15,3.0,21,9.664214619292034,0
21267,4,1792,1,0,62,0,4,4,1.0,12,9.762845222733661,0
21268,18,2670,0,0,23,0,1,1,1.0,12,8.421562960400987,0
21269,4,1172,0,0,46,0,3,1,4.0,22,9.454227284428292,0
21270,2,1986,0,0,73,0,0,12,1.0,20,10.02765019515655,1
21271,1,2121,0,1,30,1,0,15,1.0,21,9.915910072534686,0
21272,11,1614,0,0,75,0,0,12,3.0,21,9.914625296946584,0
21273,22,2,0,0,47,0,1,2,1.0,19,9.803446198355902,0
21274,1,477,0,0,31,0,0,6,1.0,12,8.764053269347762,0
21275,11,175,1,0,62,0,0,2,4.0,17,9.596418766284158,0
21276,20,1182,1,0,25,0,0,3,3.0,18,8.756210091886738,0
21277,1,3625,0,0,57,0,1,15,3.0,19,9.727346854817254,0
21278,1,2522,0,0,67,0,0,4,2.0,12,9.493411831870281,0
21279,1,2805,0,0,57,0,3,4,2.0,20,9.53834831589953,1
21280,20,2087,0,0,61,0,3,2,2.0,17,9.509555680241636,0
21281,6,667,0,1,39,1,0,5,3.0,21,9.426338455129521,0
21282,3,1425,0,0,44,0,2,1,3.0,18,9.587406005562649,0
21283,6,377,1,0,26,0,0,2,3.0,4,9.20391980417326,0
21284,2,3552,0,0,47,0,0,2,2.0,15,9.617537312929105,0
21285,1,327,1,0,68,0,0,13,3.0,21,9.794788135612787,0
21286,2,2641,1,0,25,0,0,1,3.0,11,9.216918687336305,0
21287,2,673,1,0,50,0,1,3,1.0,12,9.795233967095873,1
21288,2,2355,1,1,51,0,5,7,3.0,11,10.143197126438812,0
21289,1,62,1,0,23,0,0,2,2.0,16,8.297543529356284,0
21290,3,1494,0,1,64,1,1,4,2.0,17,10.15603455421958,1
21291,1,1573,1,0,36,0,0,9,1.0,19,9.465447598495786,0
21292,1,1200,0,0,73,0,0,15,1.0,16,9.953419921284338,0
21293,2,18,1,0,22,0,0,2,3.0,18,9.322239464473592,1
21294,4,153,1,1,22,1,0,4,1.0,15,9.534161491043838,1
21295,19,4660,0,0,57,0,2,13,2.0,1,9.566615235893575,0
21296,10,648,1,0,21,0,1,1,1.0,21,9.209940291954844,0
21297,1,622,1,0,75,0,0,15,1.0,19,9.909867159500168,0
21298,13,416,1,0,43,0,4,8,3.0,18,9.302190025606063,0
21299,6,322,1,1,20,0,0,1,3.0,21,10.095264268100838,1
21300,2,2858,1,0,56,0,2,1,3.0,21,9.701616136497458,0
21301,1,1134,0,0,75,0,4,1,3.0,20,10.015565455941479,0
21302,1,1802,0,0,32,0,0,1,3.0,7,8.984693690443855,1
21303,1,1379,1,0,25,0,0,1,1.0,16,8.774931387494947,0
21304,26,2361,1,0,29,0,2,5,1.0,19,8.550241045462437,0
21305,21,4959,1,0,24,0,4,1,3.0,22,8.589699882202986,0
21306,3,5282,1,1,60,1,5,15,2.0,17,10.299306283592488,1
21307,19,2086,0,0,28,0,1,4,1.0,12,8.605204068738951,0
21308,34,61,1,0,58,0,0,2,1.0,15,9.365633256382218,1
21309,4,70,0,0,56,0,1,1,3.0,18,9.679593719831214,0
21310,16,5090,1,0,29,0,1,1,3.0,9,9.122164681072457,0
21311,6,122,1,0,39,0,0,2,2.0,20,9.002085433155724,0
21312,3,435,0,1,20,1,2,5,3.0,5,10.057538227363054,1
21313,5,1873,0,0,62,0,0,2,3.0,1,9.70381635740706,0
21314,18,2068,1,0,27,0,3,2,3.0,16,9.207135241027235,0
21315,2,580,1,0,24,0,2,3,2.0,14,8.203577736937952,0
21316,1,273,0,0,58,0,5,5,1.0,16,9.816294340833752,0
21317,2,3649,0,0,30,0,0,1,3.0,22,9.539644119118783,0
21318,9,4345,1,0,36,0,4,1,1.0,2,9.037652264150466,0
21319,10,2602,0,0,41,0,4,2,4.0,17,9.501217335324483,1
21320,10,1309,1,0,50,0,0,1,4.0,18,9.480367509189243,0
21321,18,3090,1,1,23,1,1,1,2.0,17,9.858657536618335,1
21322,2,1789,0,0,50,0,0,1,3.0,22,9.557187177595935,0
21323,3,3309,1,0,52,0,0,2,3.0,18,9.761923988214342,0
21324,29,5259,0,0,34,0,1,3,3.0,21,9.41897923708751,0
21325,7,1692,0,0,52,0,0,5,1.0,1,9.542230699092284,0
21326,1,146,1,0,29,0,3,5,1.0,22,8.905172985183382,1
21327,13,687,1,0,30,0,1,2,3.0,21,8.712759974960212,0
21328,3,1672,0,1,62,1,1,6,2.0,9,10.33016605704349,0
21329,22,5945,0,0,53,0,1,9,3.0,22,9.610993923087126,0
21330,2,2312,0,0,31,0,2,7,3.0,18,9.261983605128021,0
21331,1,3973,0,1,17,0,1,6,2.0,19,10.194439273855531,0
21332,7,5043,1,0,60,0,0,13,1.0,19,9.484633207308947,0
21333,30,1914,0,0,61,0,0,3,3.0,1,9.594922269167922,0
21334,13,2545,1,0,30,0,1,2,3.0,4,9.179468708309095,0
21335,7,2723,0,1,71,1,8,4,3.0,21,10.119485635689466,0
21336,11,319,1,0,53,0,0,5,1.0,19,9.7242412622591,0
21337,3,1484,1,0,56,0,0,3,1.0,2,9.819562317598367,0
21338,4,7,0,0,56,0,5,15,3.0,2,9.562545340443464,0
21339,17,930,0,1,52,1,1,15,3.0,18,10.037108941110894,1
21340,29,1467,1,0,29,0,0,3,1.0,16,8.98619632032839,1
21341,23,763,1,0,44,0,1,2,1.0,13,9.450616322030694,0
21342,8,4368,1,0,64,0,0,6,2.0,20,9.810714152383774,0
21343,4,4609,1,0,73,0,2,15,1.0,16,9.834137474401334,1
21344,8,2608,1,0,23,0,0,2,3.0,21,9.319374133000306,0
21345,2,2618,0,0,66,0,1,12,3.0,18,9.558176367247711,0
21346,1,268,1,1,30,1,0,3,3.0,18,9.897066984733206,1
21347,2,4537,0,0,41,0,2,4,3.0,22,9.358070484000518,0
21348,9,20,1,0,38,0,1,2,1.0,12,9.00724451596575,1
21349,6,2480,0,0,38,0,1,11,3.0,8,9.272187775302262,1
21350,2,1711,0,0,27,0,2,6,3.0,21,9.302190025606063,0
21351,2,133,0,0,75,0,1,7,3.0,18,9.929934722550977,0
21352,25,4656,1,0,21,0,0,1,3.0,2,8.116118431609365,0
21353,2,646,1,0,22,0,0,1,4.0,22,9.325096609274372,0
21354,16,79,1,1,22,1,0,1,3.0,16,9.817929664174482,0
21355,12,1018,0,0,58,0,1,9,3.0,16,9.606159103032542,0
21356,7,1270,0,0,25,0,3,2,4.0,22,9.052516286782616,0
21357,32,2718,0,1,57,1,3,1,1.0,4,10.101616839535597,0
21358,9,2457,0,1,32,1,1,1,1.0,22,9.843949839819931,0
21359,1,1065,1,0,26,0,0,2,3.0,21,8.97259066827261,0
21360,1,614,0,1,68,1,1,15,2.0,17,10.244748305889138,0
21361,2,2796,0,0,25,0,3,4,2.0,18,9.365804474600255,0
21362,10,352,1,0,31,0,1,1,1.0,12,9.210340371976184,1
21363,11,662,1,1,58,0,0,9,2.0,20,10.201990863619493,0
21364,2,1215,1,1,28,1,1,1,4.0,18,9.501292093295586,0
21365,4,136,1,0,61,0,1,7,2.0,13,9.48432911729596,1
21366,32,1593,1,0,28,0,0,2,3.0,4,8.454466361507933,0
21367,2,447,1,0,66,0,0,2,1.0,12,9.840547752762253,1
21368,1,3847,1,0,29,0,3,8,4.0,17,9.015784277513886,0
21369,19,3631,0,0,64,0,1,15,1.0,1,9.698674957906642,0
21370,17,2083,0,1,16,0,2,8,1.0,16,10.017128689025176,0
21371,9,2731,0,0,39,0,4,3,3.0,4,8.981681639973862,0
21372,9,4574,1,1,41,1,1,3,1.0,4,10.011624211140706,0
21373,10,3909,1,1,26,1,1,1,1.0,19,9.887358170606245,1
21374,3,250,0,0,58,0,3,3,3.0,21,9.816839745810455,0
21375,29,501,0,0,27,0,0,2,3.0,6,9.020873347021357,0
21376,3,1382,0,0,55,0,2,4,3.0,22,9.933531673884504,0
21377,17,2574,1,0,21,0,1,1,1.0,22,8.351374706721296,0
21378,2,2618,0,0,49,0,0,15,1.0,12,9.345570321236286,1
21379,2,1500,1,0,25,0,0,1,4.0,22,8.764053269347762,0
21380,10,1317,1,0,54,0,0,5,1.0,21,9.862040362621954,0
21381,14,4334,1,0,22,0,2,1,1.0,15,8.97259066827261,1
21382,1,318,0,0,45,0,5,15,3.0,17,9.36426245424844,0
21383,9,1800,0,0,18,0,1,1,3.0,4,9.086136768516877,0
21384,3,2592,0,0,55,0,0,5,2.0,9,9.763535592108683,0
21385,15,3042,0,0,63,0,0,1,3.0,22,9.834137474401334,1
21386,1,1260,0,0,61,0,0,7,1.0,16,9.655026193237628,0
21387,4,816,0,0,33,0,0,10,3.0,5,9.38429367909962,1
21388,1,1002,0,0,67,0,0,5,1.0,19,9.912942711306883,0
21389,5,645,1,0,38,0,0,5,2.0,5,9.156728602527533,0
21390,2,1271,1,1,26,1,0,2,3.0,22,9.396653950039674,0
21391,19,1652,0,0,43,0,1,7,1.0,19,9.39465993143281,1
21392,17,847,0,1,26,1,1,8,2.0,1,10.038455412946613,0
21393,10,1908,1,0,42,0,0,1,1.0,16,9.520761931397454,0
21394,20,1740,1,0,23,0,1,2,3.0,17,8.528330935826693,0
21395,1,1965,0,0,67,0,0,12,1.0,9,9.768354878544631,0
21396,1,1207,0,0,72,0,0,15,3.0,7,9.7473014693468,0
21397,1,3290,1,0,25,0,0,1,1.0,16,9.391661428436555,0
21398,25,2389,1,0,22,0,0,2,3.0,15,8.17188200612782,1
21399,16,2118,0,0,28,0,3,2,3.0,18,8.706159290928861,1
21400,4,628,0,0,24,0,1,1,3.0,18,8.898365606955357,0
21401,2,1322,1,0,22,0,0,1,3.0,21,8.586719254064848,0
21402,9,2280,0,0,29,0,0,1,3.0,15,9.208739090609209,1
21403,2,1160,0,0,44,0,4,15,3.0,11,9.229358377811945,0
21404,29,166,1,0,26,0,0,4,1.0,16,9.142489705068009,0
21405,17,4341,1,0,57,0,0,4,1.0,16,9.53387209732166,1
21406,11,433,0,0,40,0,0,1,3.0,19,9.381095292398673,0
21407,2,364,1,0,35,0,0,1,1.0,22,9.136478523377727,0
21408,17,2514,0,0,45,0,1,5,1.0,2,9.20552881497896,0
21409,10,1803,1,0,54,0,0,13,3.0,21,9.441452092939569,1
21410,6,1181,0,1,34,1,3,6,2.0,20,9.461690355180561,1
21411,7,961,0,1,21,0,0,2,3.0,22,9.153770020487789,1
21412,25,4449,1,1,23,1,0,2,3.0,22,9.428800975386011,0
21413,26,2326,1,0,25,0,0,3,1.0,21,9.061376218836225,0
21414,10,45,1,0,22,0,5,2,3.0,14,9.176162920174596,0
21415,17,2964,0,0,34,0,2,5,1.0,12,8.886823846515187,1
21416,1,386,0,0,56,0,3,15,4.0,17,9.457200449907708,0
21417,13,34,1,0,26,0,0,4,1.0,21,9.256842205627603,0
21418,15,989,0,1,43,1,1,7,1.0,19,9.961303527912872,0
21419,7,2024,1,1,30,1,5,2,3.0,7,10.205072530156901,0
21420,11,3224,1,0,60,0,0,14,3.0,20,9.867342105899775,0
21421,1,3516,1,0,26,0,1,1,1.0,12,8.83927669058535,0
21422,2,23,1,1,50,1,2,5,3.0,3,10.147844500249535,0
21423,8,4722,1,1,56,1,2,1,3.0,1,9.925640357177262,0
21424,19,831,1,0,26,0,2,1,3.0,19,8.55333223803211,1
21425,21,5130,0,1,24,1,1,5,1.0,2,9.359036201120476,0
21426,1,156,0,0,63,0,0,4,1.0,20,10.071033823747928,0
21427,2,1451,1,0,57,0,0,7,3.0,18,9.929155299284705,1
21428,27,811,0,0,53,0,4,15,3.0,4,9.331318298529085,0
21429,3,950,1,0,58,0,3,3,3.0,18,9.458761730474661,1
21430,7,3749,1,0,26,0,1,1,4.0,15,9.20230820027892,0
21431,2,1717,0,0,37,0,0,15,3.0,11,8.925853190420922,0
21432,13,1164,0,0,26,0,1,3,3.0,18,8.90815361332152,1
21433,27,5440,1,0,30,0,3,2,2.0,17,9.51044496442652,1
21434,12,585,0,1,18,0,0,1,1.0,2,9.557498171223072,0
21435,1,180,0,0,62,0,1,15,4.0,22,9.667258761673263,1
21436,1,69,0,1,45,1,4,2,4.0,13,9.984293046137571,0
21437,9,2093,1,0,30,0,1,1,2.0,22,9.477309402830421,0
21438,3,1716,1,0,39,0,0,2,1.0,19,8.909775673693389,0
21439,7,625,0,0,49,0,0,2,1.0,2,9.467769401256943,1
21440,9,1910,0,1,29,1,0,1,3.0,4,9.847551920205825,0
21441,3,775,1,1,36,1,0,7,2.0,12,9.527425894797206,0
21442,8,4143,0,0,38,0,5,15,3.0,1,9.059052257762401,0
21443,1,123,1,0,55,0,3,2,4.0,22,9.581765987860823,0
21444,11,1011,0,0,42,0,1,1,2.0,16,9.020873347021357,0
21445,21,5268,1,0,65,0,2,15,2.0,13,9.882468185312053,0
21446,10,1074,0,0,36,0,1,4,1.0,18,9.42706335548747,0
21447,2,2018,0,1,23,1,0,1,4.0,3,9.97808469074291,0
21448,2,1247,0,0,49,0,1,13,3.0,3,9.539931847505173,0
21449,1,4135,0,0,46,0,0,15,1.0,16,9.501217335324483,0
21450,13,749,0,0,75,0,2,15,3.0,4,9.835636885627954,0
21451,33,2757,1,0,57,0,0,15,3.0,18,9.799792316197363,0
21452,7,1995,1,1,30,1,2,4,3.0,14,9.694431800539537,1
21453,2,3368,1,0,33,0,1,8,1.0,12,9.182763604205949,0
21454,6,167,0,0,27,0,1,3,3.0,22,9.396155818024393,1
21455,20,132,1,0,23,0,0,2,4.0,14,8.055157731819678,0
21456,6,3110,0,0,37,0,3,9,3.0,21,9.520761931397454,0
21457,2,1356,0,0,24,0,2,4,3.0,22,8.96341629199657,0
21458,6,2040,0,0,75,0,1,15,1.0,20,9.862665558015873,1
21459,20,522,0,1,53,1,1,2,3.0,6,10.14348822091676,1
21460,6,1165,0,1,32,1,4,3,2.0,17,9.95759687818316,0
21461,3,1242,0,0,75,0,0,15,1.0,21,10.182935820060806,0
21462,25,836,1,0,35,0,2,1,1.0,21,9.507774735870642,0
21463,1,1033,0,0,60,0,4,6,3.0,19,9.901886271169154,0
21464,1,1732,1,0,55,0,0,5,2.0,7,9.774744676643403,0
21465,19,1380,0,0,50,0,0,3,1.0,1,9.530392824458414,0
21466,4,136,1,0,28,0,2,4,3.0,15,9.307104040408491,1
21467,19,240,0,0,64,0,0,3,1.0,19,9.68781601606062,0
21468,20,3380,1,0,63,0,2,1,1.0,17,9.757305042358047,0
21469,6,122,1,0,27,0,2,2,4.0,22,8.517193191416238,1
21470,17,2039,0,1,58,1,0,15,2.0,16,10.011085563134147,0
21471,3,2128,1,0,37,0,0,4,3.0,2,9.405907155520158,0
21472,16,79,1,1,20,1,2,2,1.0,16,9.308736693832376,0
21473,15,1503,1,0,42,0,3,2,1.0,2,9.41979059615839,1
21474,11,2256,0,0,53,0,0,1,1.0,16,9.714020527581303,0
21475,1,32,0,0,75,0,2,15,2.0,17,9.737432968206045,0
21476,11,319,1,0,48,0,1,1,1.0,20,9.606159103032542,1
21477,1,3071,0,0,54,0,0,15,1.0,16,9.69424690639091,0
21478,2,484,1,0,36,0,1,1,3.0,22,9.494014423030425,1
21479,13,176,0,0,51,0,2,1,1.0,22,9.71739890917293,1
21480,2,3799,1,0,28,0,1,4,2.0,20,9.208739090609209,0
21481,25,787,0,0,45,0,1,1,2.0,22,9.089753408987065,0
21482,7,2849,0,0,32,0,0,10,2.0,22,8.865029186687766,0
21483,22,550,1,0,75,0,1,4,3.0,18,9.944725460552373,0
21484,4,1330,1,0,38,0,5,1,3.0,8,9.339261152043022,0
21485,1,3290,1,0,25,0,0,5,4.0,16,9.25569607369698,0
21486,26,1049,0,1,49,1,0,13,3.0,2,9.982668350410568,0
21487,29,112,0,0,72,0,5,3,3.0,15,9.719564714375199,0
21488,1,1319,1,0,29,0,2,5,1.0,16,8.938531648680692,0
21489,16,1235,0,0,43,0,0,15,2.0,17,9.03097444300786,0
21490,4,1960,0,0,74,0,5,15,3.0,14,9.669030241321645,1
21491,4,70,0,1,71,1,1,11,3.0,22,10.287933293420217,0
21492,3,1592,1,1,30,1,3,2,1.0,16,9.556267767368151,0
21493,2,661,0,0,38,0,5,15,3.0,3,8.930626469173578,1
21494,6,3186,1,0,43,0,1,3,1.0,21,9.665737848832556,0
21495,15,4120,0,0,47,0,0,2,1.0,22,9.604272564270623,0
21496,2,412,1,1,29,1,1,1,2.0,22,9.45863691769367,0
21497,2,1591,0,0,39,0,0,1,1.0,2,9.422706050118514,0
21498,1,2418,0,1,73,1,1,10,4.0,17,10.318031324577497,1
21499,14,1822,1,0,54,0,3,7,3.0,18,9.792108964552739,0
21500,3,409,1,0,31,0,3,2,1.0,12,9.490997829490999,1
21501,6,1983,1,0,22,0,0,1,3.0,21,8.525161361065415,0
21502,8,367,0,0,63,0,0,8,1.0,19,9.795233967095873,1
21503,1,15,0,1,63,1,0,9,3.0,5,10.11598260933763,0
21504,3,1044,0,0,55,0,0,15,3.0,18,9.501217335324483,0
21505,3,1057,0,0,28,0,1,7,1.0,16,8.55333223803211,1
21506,19,820,1,0,41,0,2,8,1.0,2,9.56156046523195,0
21507,3,563,1,0,37,0,0,12,1.0,16,9.105202053852878,0
21508,2,599,0,0,75,0,2,6,4.0,22,10.010007395913801,0
21509,6,1251,0,0,36,0,1,5,2.0,4,9.506139412529912,0
21510,2,2823,1,0,33,0,0,1,3.0,18,8.662158961666423,0
21511,3,1631,0,0,33,0,0,3,3.0,17,8.876823763180603,1
21512,3,4036,0,1,45,1,0,2,2.0,20,9.796525755511327,1
21513,4,2465,1,0,53,0,0,15,1.0,12,9.365633256382218,0
21514,10,120,1,0,26,0,1,1,1.0,17,9.42124938562205,0
21515,22,2,1,0,22,0,1,2,3.0,22,8.586719254064848,0
21516,20,1087,1,0,37,0,0,1,1.0,22,9.144841389743487,1
21517,4,294,0,1,51,1,2,2,4.0,16,10.035567892893337,0
21518,1,609,0,1,56,1,0,15,3.0,18,9.94826969530802,1
21519,2,2903,1,0,46,0,0,15,3.0,15,9.483416292038601,0
21520,3,5897,0,0,53,0,1,15,3.0,18,9.482959566750917,1
21521,28,3581,0,1,48,1,4,6,1.0,22,10.027756177881466,0
21522,10,993,0,0,21,0,0,1,3.0,16,8.941676305360163,0
21523,1,3964,1,0,24,0,3,2,2.0,20,9.114490046319348,0
21524,13,2375,1,0,30,0,2,1,3.0,21,9.469622969906265,0
21525,4,173,0,1,26,1,1,4,2.0,17,9.34084218004034,1
21526,5,514,1,0,26,0,0,1,2.0,20,9.291736010180177,0
21527,2,2168,0,1,41,1,3,4,3.0,3,10.117113959158495,0
21528,3,1529,0,0,63,0,0,3,3.0,18,9.698674957906642,0
21529,2,1227,1,0,31,0,2,3,3.0,21,9.122164681072457,0
21530,1,99,1,0,27,0,0,3,1.0,5,8.863615758890619,0
21531,1,16,0,0,46,0,1,1,3.0,16,9.551373619924957,0
21532,1,488,0,0,56,0,0,2,3.0,19,9.76388059814971,1
21533,2,832,0,1,38,1,3,8,3.0,22,9.78937776224604,0
21534,3,1208,0,0,75,0,3,4,3.0,2,9.730799444710412,0
21535,6,1594,1,0,33,0,0,1,1.0,17,9.30383071506352,0
21536,4,81,0,0,64,0,0,5,1.0,18,9.53834831589953,0
21537,29,784,1,0,36,0,0,11,3.0,10,8.859931469616097,1
21538,1,1781,1,0,22,0,0,2,1.0,19,8.640472207576408,0
21539,23,111,0,0,58,0,1,5,3.0,18,9.734477009801846,1
21540,1,3662,1,1,67,1,4,9,4.0,22,10.068790104160488,1
21541,5,30,0,0,59,0,0,3,3.0,10,9.876630098366245,0
21542,3,58,1,0,71,0,2,12,2.0,20,9.987828700969878,0
21543,6,2040,1,0,75,0,0,15,2.0,17,9.884304733119354,1
21544,8,1923,1,1,62,1,1,15,3.0,18,10.139586815010555,1
21545,2,719,0,1,25,0,1,9,4.0,17,9.796525755511327,0
21546,3,569,0,0,51,0,1,7,3.0,9,9.575677688993569,0
21547,1,4264,0,0,33,0,1,2,1.0,12,8.767173396684006,1
21548,4,2071,1,0,36,0,0,2,1.0,15,9.282288871288767,1
21549,3,72,0,0,40,0,3,8,1.0,16,9.6778408710038,1
21550,3,64,0,0,40,0,0,2,1.0,16,9.360138737064577,0
21551,1,279,0,0,54,0,4,4,4.0,18,9.30546871706776,0
21552,10,993,0,0,74,0,2,4,2.0,13,9.850719486997471,0
21553,11,1590,1,0,28,0,1,2,3.0,21,8.757783656334167,0
21554,1,169,0,0,65,0,3,14,1.0,19,9.776335766875645,1
21555,1,2251,0,0,53,0,0,5,2.0,19,9.553078650176042,0
21556,29,93,0,0,45,0,4,5,3.0,20,9.159468041602427,0
21557,14,1836,1,0,28,0,0,3,3.0,9,9.187685681411377,0
21558,16,326,1,0,20,0,1,1,2.0,20,8.239065331769268,0
21559,2,2685,1,0,21,0,0,1,3.0,15,8.297543529356284,0
21560,1,39,0,1,70,1,3,2,4.0,17,10.385450631617017,1
21561,4,3836,1,0,24,0,0,3,3.0,5,9.2387334464774,0
21562,3,310,1,0,24,0,0,1,1.0,2,9.216719978940223,0
21563,1,3802,0,1,24,1,1,3,3.0,5,9.372459221452617,0
21564,1,38,1,0,27,0,0,5,3.0,7,8.633374945705647,0
21565,7,243,1,0,25,0,1,2,3.0,18,8.855092980028635,1
21566,6,195,0,0,63,0,1,1,1.0,19,9.661161181805145,1
21567,10,648,1,1,41,1,1,2,1.0,12,9.79331547988108,1
21568,20,3380,1,0,23,0,0,1,3.0,22,9.213535262872702,0
21569,5,3736,1,0,23,0,0,2,1.0,2,9.229358377811945,0
21570,7,1518,0,0,70,0,2,6,1.0,16,10.04107321548869,0
21571,14,2668,1,0,22,0,5,1,1.0,2,8.770283819098399,1
21572,29,1828,0,0,59,0,0,3,3.0,4,9.584246011176582,0
21573,23,54,0,0,24,0,3,1,3.0,21,8.17695386822578,0
21574,9,3394,0,1,53,1,1,1,3.0,9,10.30735137927732,1
21575,24,3144,0,1,60,0,0,1,3.0,2,9.98764486054285,0
